Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2016/06/26, 02:46:32, -7.239017, 72.434624, 6.86,  0.00, 104, 0, 39.48, 
2016/06/26, 02:51:33, -7.238940, 72.434792, -1.95,  0.00, 307, 0, 20.41, 
2016/06/26, 02:56:37, -7.239012, 72.434799, -13.42,  972.00, 358, 0, 8.04, 
2016/06/26, 03:02:02, -7.238999, 72.434822, -7.22,  36.00, 149, 0, 2.92, 
2016/06/26, 03:07:07, -7.239021, 72.434731, 5.27,  360.00, 127, 0, 10.33, 
2016/06/26, 03:12:07, -7.238950, 72.434746, 9.83,  828.00, 337, 0, 8.07, 
2016/06/26, 03:17:07, -7.238986, 72.434746, 15.24,  612.00, 95, 0, 4.00, 
2016/06/26, 03:22:12, -7.238989, 72.434708, -14.98,  900.00, 279, 0, 4.20, 
2016/06/26, 03:27:18, -7.238964, 72.434662, 23.88,  360.00, 159, 0, 5.79, 
2016/06/26, 03:32:20, -7.239348, 72.425682, 4.06,  38052.00, 45, 0, 991.49, 
2016/06/26, 03:37:35, -7.238536, 72.434761, 1.61,  720.00, 75, 0, 1005.55, 
2016/06/26, 03:42:37, -7.238632, 72.434845, 51.88,  0.00, 82, 0, 14.14, 
2016/06/26, 03:47:42, -7.238532, 72.434708, -9.76,  252.00, 341, 0, 18.76, 
2016/06/26, 03:52:43, -7.238536, 72.434685, -3.75,  0.00, 227, 0, 2.58, 
2016/06/26, 03:57:43, -7.238564, 72.434891, -44.91,  288.00, 82, 0, 22.94, 
2016/06/26, 04:02:54, -7.238451, 72.434708, 3.63,  0.00, 231, 0, 23.78, 
2016/06/26, 04:08:19, -7.238521, 72.434662, -19.24,  0.00, 300, 0, 9.29, 
2016/06/26, 04:13:44, -7.238522, 72.434700, 37.81,  0.00, 354, 0, 4.19, 
2016/06/26, 04:19:12, -7.238508, 72.434731, 16.76,  432.00, 84, 0, 3.76, 
2016/06/26, 04:24:40, -7.238485, 72.434715, -21.98,  108.00, 296, 0, 3.11, 
2016/06/26, 04:30:27, -7.238184, 72.434990, 149.85,  360.00, 220, 0, 45.17, 
2016/06/26, 04:35:59, -7.238563, 72.434601, -2.79,  0.00, 30, 0, 60.14, 
2016/06/26, 04:41:28, -7.238524, 72.434692, -47.39,  828.00, 220, 0, 10.93, 
2016/06/26, 04:46:56, -7.238456, 72.434746, -3.53,  252.00, 233, 0, 9.63, 
2016/06/26, 04:52:24, -7.238518, 72.434692, 25.84,  684.00, 15, 0, 9.11, 
2016/06/26, 04:58:18, -7.238510, 72.434753, 3.30,  1044.00, 318, 0, 6.79, 
2016/06/26, 05:03:35, -7.238516, 72.434731, 11.90,  0.00, 83, 0, 2.52, 
2016/06/26, 05:08:44, -7.238495, 72.434715, -22.52,  0.00, 68, 0, 2.93, 
2016/06/26, 05:13:59, -7.238580, 72.434753, 22.99,  2772.00, 185, 0, 10.34, 
2016/06/26, 05:19:09, -7.238533, 72.434776, -16.65,  0.00, 215, 0, 5.81, 
2016/06/26, 05:24:18, -7.238501, 72.434738, -11.67,  72.00, 356, 0, 5.50, 
2016/06/26, 05:29:50, -7.238506, 72.434708, -3.27,  684.00, 125, 0, 3.36, 
2016/06/26, 05:35:52, -7.238536, 72.434677, 2.35,  360.00, 56, 0, 4.78, 
2016/06/26, 05:40:58, -7.238456, 72.434807, -3.46,  2052.00, 44, 0, 16.88, 
2016/06/26, 05:46:05, -7.238435, 72.434715, -7.99,  2448.00, 52, 0, 10.41, 1
2016/06/26, 05:51:13, -7.238509, 72.434654, -5.74,  468.00, 203, 0, 10.63, 1
2016/06/26, 05:56:22, -7.238553, 72.434624, -5.21,  936.00, 17, 0, 5.91, 
2016/06/26, 06:01:29, -7.238530, 72.434631, -2.56,  0.00, 233, 0, 2.67, 
2016/06/26, 06:06:33, -7.238539, 72.434692, -2.77,  144.00, 221, 0, 6.80, 
2016/06/26, 06:11:15, -7.238386, 72.434692, 31.61,  0.00, 198, 0, 17.01, 
2016/06/26, 06:15:57, -7.238554, 72.434753, -11.99,  0.00, 198, 0, 19.86, 
2016/06/26, 06:20:39, -7.238529, 72.434799, -5.22,  468.00, 242, 0, 5.79, 
2016/06/26, 06:25:21, -7.238533, 72.434738, 0.07,  0.00, 193, 0, 6.74, 
2016/06/26, 06:30:03, -7.238531, 72.434738, 6.03,  0.00, 97, 0, 0.22, 
2016/06/26, 06:34:45, -7.238496, 72.434715, 1.41,  0.00, 219, 0, 4.65, 
2016/06/26, 06:39:26, -7.238501, 72.434753, -6.00,  0.00, 197, 0, 4.23, 
2016/06/26, 06:44:08, -7.238540, 72.434753, 0.59,  0.00, 247, 0, 4.34, 
2016/06/26, 06:48:50, -7.238490, 72.434883, 7.41,  0.00, 207, 0, 15.38, 
2016/06/26, 06:53:31, -7.238458, 72.434624, 30.86,  0.00, 125, 0, 28.79, 
2016/06/26, 06:58:13, -7.238510, 72.434746, -5.81,  0.00, 244, 0, 14.65, 
2016/06/26, 07:03:22, -7.238495, 72.434738, 3.14,  288.00, 240, 0, 1.89, 
2016/06/26, 07:08:31, -7.238533, 72.434723, 19.25,  180.00, 157, 0, 4.54, 
2016/06/26, 07:13:37, -7.238519, 72.434891, -30.34,  0.00, 107, 0, 18.60, 
2016/06/26, 07:18:46, -7.238544, 72.434769, -12.56,  0.00, 98, 0, 13.74, 
2016/06/26, 07:23:51, -7.238545, 72.434776, -14.15,  0.00, 98, 0, 0.78, 
2016/06/26, 07:29:00, -7.238497, 72.434875, 4.35,  0.00, 108, 0, 12.16, 
2016/06/26, 07:34:09, -7.238477, 72.434853, -8.49,  2412.00, 89, 0, 3.29, 
2016/06/26, 07:39:14, -7.238296, 72.435127, 40.95,  0.00, 74, 0, 36.31, 
2016/06/26, 07:44:43, -7.238621, 72.434647, 51.55,  324.00, 102, 0, 64.11, 
2016/06/26, 07:49:54, -7.238519, 72.434830, -2.64,  0.00, 138, 0, 23.15, 
2016/06/26, 07:55:04, -7.238516, 72.434837, -2.60,  0.00, 87, 0, 0.84, 
2016/06/26, 08:00:15, -7.238530, 72.434845, -2.86,  0.00, 26, 0, 1.79, 
2016/06/26, 08:05:09, -7.238513, 72.434929, -7.12,  0.00, 91, 0, 9.46, 
2016/06/26, 08:10:00, -7.238513, 72.434822, 0.08,  0.00, 244, 0, 11.80, 
2016/06/26, 08:14:54, -7.238523, 72.434723, 0.91,  0.00, 87, 0, 10.98, 
2016/06/26, 08:19:49, -7.238503, 72.434967, 0.13,  0.00, 107, 0, 27.01, 
2016/06/26, 08:24:44, -7.238553, 72.434677, -0.53,  0.00, 117, 0, 32.47, 
2016/06/26, 08:30:03, -7.238527, 72.434746, 8.42,  72.00, 114, 0, 8.14, 
2016/06/26, 08:34:55, -7.238543, 72.434700, 6.34,  0.00, 345, 0, 5.38, 
2016/06/26, 08:39:46, -7.238590, 72.434746, -0.40,  324.00, 1, 0, 7.28, 
2016/06/26, 08:44:38, -7.238609, 72.434746, 8.12,  0.00, 195, 0, 2.11, 
2016/06/26, 08:49:29, -7.238503, 72.434532, 42.29,  252.00, 119, 0, 26.39, 
2016/06/26, 08:54:21, -7.238552, 72.434761, 0.58,  0.00, 161, 0, 25.84, 
2016/06/26, 08:59:11, -7.238616, 72.434669, 2.04,  360.00, 69, 0, 12.39, 
2016/06/26, 09:04:08, -7.238578, 72.434692, -5.69,  180.00, 70, 0, 4.93, 
2016/06/26, 09:08:59, -7.238550, 72.434708, 8.39,  1584.00, 200, 0, 3.58, 
2016/06/26, 09:13:51, -7.238327, 72.434814, -20.51,  0.00, 59, 0, 27.42, 
2016/06/26, 09:18:44, -7.238661, 72.434700, 16.55,  0.00, 28, 0, 39.21, 
2016/06/26, 09:23:37, -7.238578, 72.434700, 5.56,  0.00, 98, 0, 9.23, 
2016/06/26, 09:28:31, -7.238567, 72.434746, 17.52,  396.00, 184, 0, 5.22, 
2016/06/26, 09:33:24, -7.238529, 72.434677, 6.27,  72.00, 108, 0, 8.71, 
2016/06/26, 09:38:18, -7.238560, 72.434731, -2.40,  0.00, 313, 0, 6.88, 
2016/06/26, 09:43:13, -7.238552, 72.434723, 18.36,  0.00, 117, 0, 1.25, 
2016/06/26, 09:48:07, -7.238484, 72.434799, 33.16,  0.00, 292, 0, 11.29, 
2016/06/26, 09:53:05, -7.238560, 72.434700, 3.85,  72.00, 249, 0, 13.81, 
2016/06/26, 09:57:59, -7.238874, 72.435204, -28.73,  0.00, 63, 0, 65.65, 
2016/06/26, 10:03:07, -7.238553, 72.434799, 30.79,  0.00, 245, 0, 57.18, 
2016/06/26, 10:08:17, -7.238549, 72.434715, 12.45,  0.00, 81, 0, 9.28, 
2016/06/26, 10:13:30, -7.238505, 72.434860, 11.71,  180.00, 94, 0, 16.73, 
2016/06/26, 10:18:40, -7.238470, 72.434708, -20.76,  0.00, 110, 0, 17.21, 
2016/06/26, 10:23:52, -7.238510, 72.434784, 0.72,  144.00, 281, 0, 9.49, 
2016/06/26, 10:29:00, -7.238665, 72.434776, 181.75,  0.00, 102, 0, 17.26, 
2016/06/26, 10:34:08, -7.238502, 72.434570, 143.41,  0.00, 81, 0, 29.07, 
2016/06/26, 10:39:17, -7.238498, 72.434853, 12.19,  1260.00, 257, 0, 31.22, 
2016/06/26, 10:44:26, -7.238547, 72.434792, 19.85,  0.00, 52, 0, 8.66, 
2016/06/26, 10:49:37, -7.238524, 72.434776, 21.00,  1224.00, 247, 0, 3.11, 
2016/06/26, 10:54:47, -7.238533, 72.434792, 37.77,  1332.00, 97, 0, 2.03, 
2016/06/26, 11:00:52, -7.238533, 72.434792, 37.77,  1332.00, 97, 0, 0.00, 
2016/06/26, 11:07:55, -7.238531, 72.434814, 13.14,  0.00, 292, 0, 2.44, 
2016/06/26, 11:17:23, -7.238560, 72.434586, -14.33,  0.00, 154, 0, 25.36, 
2016/06/26, 11:25:55, -7.238594, 72.434662, -11.52,  252.00, 183, 0, 9.20, 
2016/06/26, 11:34:58, -7.238573, 72.434563, -1.50,  0.00, 320, 0, 11.17, 
2016/06/26, 11:40:09, -7.238461, 72.434616, 16.42,  0.00, 8, 0, 13.76, 
2016/06/26, 11:45:19, -7.238633, 72.434555, -14.11,  432.00, 211, 0, 20.27, 
2016/06/26, 11:50:28, -7.238614, 72.434723, -14.85,  0.00, 267, 0, 18.65, 
2016/06/26, 11:56:02, -7.238503, 72.434700, 9.70,  288.00, 350, 0, 12.60, 
2016/06/26, 12:01:39, -7.238505, 72.434608, 4.92,  0.00, 86, 0, 10.15, 
2016/06/26, 12:06:24, -7.238563, 72.434677, -10.92,  0.00, 0, 0, 9.98, 
2016/06/26, 12:11:08, -7.238558, 72.434708, -11.07,  252.00, 232, 0, 3.46, 
2016/06/26, 12:15:55, -7.238526, 72.434669, -17.15,  0.00, 107, 0, 5.58, 
2016/06/26, 12:20:37, -7.232172, 72.434921, -2.11,  39924.00, 48, 0, 707.08, 1
2016/06/26, 12:25:24, -7.220685, 72.436592, -8.22,  1548.00, 168, 0, 1290.53, 1
2016/06/26, 12:30:03, -7.206351, 72.436722, -5.75,  35316.00, 356, 0, 1593.93, 1
2016/06/26, 12:34:38, -7.197329, 72.436752, 5.54,  63792.00, 323, 0, 1003.21, 1
2016/06/26, 12:39:17, -7.201406, 72.436920, -1.53,  23868.00, 47, 0, 453.72, 1
2016/06/26, 12:43:54, -7.205131, 72.434402, -2.01,  44280.00, 281, 0, 498.72, 1
2016/06/26, 12:48:30, -7.200082, 72.431900, -9.64,  1440.00, 172, 0, 625.60, 1
2016/06/26, 12:53:08, -7.198209, 72.430878, -6.63,  1188.00, 170, 0, 236.83, 1
2016/06/26, 12:57:46, -7.195863, 72.428711, -10.08,  34416.00, 327, 0, 353.84, 1
2016/06/26, 13:03:11, -7.195060, 72.428322, -0.53,  35532.00, 267, 0, 99.07, 1
2016/06/26, 13:08:12, -7.192294, 72.427788, -3.16,  57960.00, 259, 0, 313.16, 1
2016/06/26, 13:13:12, -7.194652, 72.424438, -6.48,  41508.00, 358, 0, 453.13, 1
2016/06/26, 13:18:12, -7.184606, 72.439423, 5.48,  19836.00, 173, 0, 1995.18, 1
2016/06/26, 13:23:13, -7.183626, 72.441902, 41.17,  0.00, 102, 0, 294.40, 1
2016/06/26, 13:28:15, -7.181529, 72.442253, -3.75,  0.00, 199, 0, 236.37, 
2016/06/26, 13:33:21, -7.181458, 72.445610, -5.82,  3996.00, 198, 0, 370.44, 1
2016/06/26, 13:38:21, -7.179282, 72.449127, 9.27,  34668.00, 62, 0, 457.27, 1
2016/06/26, 13:43:22, -7.180172, 72.454414, 2.60,  53748.00, 75, 0, 591.61, 1
2016/06/26, 13:48:22, -7.178288, 72.452888, -1.47,  31752.00, 146, 0, 268.76, 1
2016/06/26, 13:53:22, -7.178194, 72.457619, -0.95,  37080.00, 126, 0, 522.04, 1
2016/06/26, 13:58:21, -7.178295, 72.463188, -1.29,  34236.00, 27, 0, 614.49, 1
2016/06/26, 14:03:26, -7.179127, 72.466019, 3.95,  41796.00, 279, 0, 325.74, 1
2016/06/26, 14:08:27, -7.184058, 72.468903, -7.36,  34380.00, 60, 0, 633.93, 1
2016/06/26, 14:13:27, -7.194022, 72.463257, 9.85,  43452.00, 254, 0, 1271.03, 1
2016/06/26, 14:18:26, -7.212580, 72.441246, 12.90,  39060.00, 221, 0, 3186.60, 1
2016/06/26, 14:23:26, -7.239372, 72.436752, 1.96,  17604.00, 101, 0, 3020.10, 1
2016/06/26, 14:28:29, -7.239276, 72.437126, 2.69,  216.00, 2, 0, 42.61, 1
2016/06/26, 14:33:31, -7.239236, 72.437103, 5.43,  288.00, 329, 0, 5.12, 
2016/06/26, 14:39:03, -7.239241, 72.437180, -10.23,  144.00, 350, 0, 8.51, 
2016/06/26, 14:44:01, -7.239301, 72.437187, 6.50,  360.00, 352, 0, 6.72, 
2016/06/26, 14:48:59, -7.239266, 72.437164, 1.12,  72.00, 347, 0, 4.65, 
2016/06/26, 14:53:57, -7.239251, 72.437248, 2.41,  504.00, 31, 0, 9.41, 
2016/06/26, 14:58:56, -7.239305, 72.437164, 6.89,  0.00, 9, 0, 11.04, 
2016/06/26, 15:03:59, -7.239291, 72.437172, 1.97,  108.00, 234, 0, 1.79, 
2016/06/26, 15:08:57, -7.239329, 72.437157, 7.10,  288.00, 229, 0, 4.54, 
2016/06/26, 15:13:56, -7.239374, 72.437164, 7.73,  0.00, 330, 0, 5.06, 
2016/06/26, 15:18:54, -7.239273, 72.437195, 1.74,  108.00, 9, 0, 11.74, 
2016/06/26, 15:23:52, -7.239208, 72.437218, -4.45,  720.00, 8, 0, 7.66, 
2016/06/26, 15:28:50, -7.239322, 72.437172, 8.63,  360.00, 162, 0, 13.65, 
2016/06/26, 15:33:49, -7.239234, 72.437172, -9.49,  0.00, 347, 0, 9.79, 
2016/06/26, 15:38:48, -7.239497, 72.437347, 76.44,  0.00, 151, 0, 35.04, 
2016/06/26, 15:43:47, -7.239207, 72.437294, 24.60,  0.00, 311, 0, 32.77, 
2016/06/26, 15:48:50, -7.239331, 72.437263, 34.15,  288.00, 310, 0, 14.21, 
2016/06/26, 15:53:49, -7.239323, 72.437210, 19.77,  0.00, 293, 0, 5.91, 
2016/06/26, 15:58:47, -7.239308, 72.437195, 15.49,  216.00, 111, 0, 2.35, 
2016/06/26, 16:03:51, -7.239264, 72.437157, -4.31,  0.00, 348, 0, 6.44, 
2016/06/26, 16:08:53, -7.239285, 72.437225, 18.11,  72.00, 266, 0, 7.86, 
2016/06/26, 16:13:55, -7.239320, 72.437263, 42.98,  864.00, 12, 0, 5.72, 
2016/06/26, 16:18:57, -7.239366, 72.437225, 26.08,  108.00, 102, 0, 6.61, 
2016/06/26, 16:23:59, -7.239298, 72.437202, 7.27,  0.00, 101, 0, 7.98, 
2016/06/26, 16:29:02, -7.239222, 72.437164, 7.03,  648.00, 251, 0, 9.43, 
2016/06/26, 16:34:06, -7.239289, 72.437180, 12.52,  0.00, 246, 0, 7.66, 
2016/06/26, 16:39:09, -7.239307, 72.437172, 2.00,  144.00, 336, 0, 2.19, 
2016/06/26, 16:44:09, -7.239289, 72.437157, 12.06,  0.00, 343, 0, 2.60, 
2016/06/26, 16:49:12, -7.239243, 72.437111, -6.06,  504.00, 39, 0, 7.20, 
2016/06/26, 16:54:16, -7.239346, 72.437187, 14.46,  0.00, 273, 0, 14.19, 
2016/06/26, 16:59:20, -7.239298, 72.437172, 4.71,  0.00, 312, 0, 5.59, 
2016/06/26, 17:05:04, -7.239312, 72.437202, 12.22,  180.00, 126, 0, 3.66, 
2016/06/26, 17:10:22, -7.239455, 72.437180, 14.36,  0.00, 7, 0, 16.08, 
2016/06/26, 17:15:22, -7.239341, 72.437164, 0.74,  0.00, 341, 0, 12.80, 
2016/06/26, 17:20:25, -7.239288, 72.437149, -14.28,  756.00, 341, 0, 6.12, 
2016/06/26, 17:25:28, -7.239332, 72.437248, 14.38,  180.00, 278, 0, 11.97, 
2016/06/26, 17:30:26, -7.239020, 72.437187, -39.11,  216.00, 48, 0, 35.34, 
2016/06/26, 17:35:25, -7.239350, 72.437218, 7.56,  0.00, 349, 0, 36.85, 
2016/06/26, 17:40:24, -7.239401, 72.437241, 13.78,  0.00, 141, 0, 6.21, 
2016/06/26, 17:45:23, -7.239285, 72.437218, 6.07,  0.00, 248, 0, 13.15, 
2016/06/26, 17:50:22, -7.239316, 72.437195, 7.42,  0.00, 103, 0, 4.28, 
2016/06/26, 17:55:22, -7.239307, 72.437195, 5.13,  0.00, 20, 0, 1.00, 
2016/06/26, 18:00:25, -7.239305, 72.437202, 0.93,  0.00, 38, 0, 0.80, 
2016/06/26, 18:05:25, -7.239278, 72.437187, 0.59,  0.00, 41, 0, 3.43, 
2016/06/26, 18:10:28, -7.239295, 72.437187, 3.31,  0.00, 44, 0, 1.89, 
2016/06/26, 18:15:31, -7.239293, 72.437172, -3.01,  0.00, 27, 0, 1.67, 
2016/06/26, 18:20:34, -7.239295, 72.437172, -5.12,  0.00, 38, 0, 0.22, 
2016/06/26, 18:25:41, -7.239325, 72.437157, -1.65,  0.00, 210, 0, 3.72, 
2016/06/26, 18:31:01, -7.239349, 72.437149, 2.79,  324.00, 39, 0, 2.81, 
2016/06/26, 18:36:01, -7.239204, 72.437210, -5.81,  0.00, 32, 0, 17.47, 
2016/06/26, 18:41:00, -7.239400, 72.437126, 7.16,  252.00, 147, 0, 23.68, 
2016/06/26, 18:45:59, -7.239439, 72.437065, 17.94,  288.00, 25, 0, 8.01, 
2016/06/26, 18:50:58, -7.239234, 72.437149, -8.96,  324.00, 161, 0, 24.61, 
2016/06/26, 18:55:58, -7.239239, 72.437157, -8.38,  0.00, 29, 0, 1.04, 
2016/06/26, 19:00:59, -7.239241, 72.437180, -10.67,  1008.00, 5, 0, 2.55, 
2016/06/26, 19:05:59, -7.239336, 72.437141, -3.05,  0.00, 27, 0, 11.41, 
2016/06/26, 19:10:58, -7.239331, 72.437149, 0.69,  0.00, 63, 0, 1.04, 
2016/06/26, 19:15:58, -7.239313, 72.437149, -3.33,  0.00, 76, 0, 2.00, 
2016/06/26, 19:20:56, -7.239260, 72.437149, 1.85,  540.00, 188, 0, 5.89, 
2016/06/26, 19:25:55, -7.239202, 72.437149, 0.15,  0.00, 162, 0, 6.45, 
2016/06/26, 19:30:54, -7.239435, 72.437325, 7.11,  0.00, 35, 0, 32.38, 
2016/06/26, 19:35:52, -7.239274, 72.437141, -8.16,  180.00, 332, 0, 27.06, 
2016/06/26, 19:40:51, -7.239104, 72.437050, -19.18,  0.00, 3, 0, 21.40, 
2016/06/26, 19:45:49, -7.239206, 72.437370, 30.90,  288.00, 152, 0, 37.08, 
2016/06/26, 19:50:48, -7.239253, 72.437149, -1.25,  0.00, 58, 0, 24.93, 
2016/06/26, 19:55:46, -7.239199, 72.437088, -12.26,  432.00, 178, 0, 9.02, 
2016/06/26, 20:00:47, -7.239305, 72.437218, -8.39,  0.00, 35, 0, 18.56, 
2016/06/26, 20:05:45, -7.239144, 72.437080, -15.89,  792.00, 3, 0, 23.50, 
2016/06/26, 20:10:43, -7.239304, 72.437195, 11.07,  1080.00, 3, 0, 21.85, 
2016/06/26, 20:15:41, -7.239128, 72.437103, -11.40,  1692.00, 163, 0, 22.05, 
2016/06/26, 20:20:39, -7.239397, 72.437195, 10.84,  3240.00, 151, 0, 31.59, 
2016/06/26, 20:25:37, -7.240138, 72.437630, 51.28,  1728.00, 335, 0, 95.35, 
2016/06/26, 20:30:39, -7.239276, 72.437172, -2.07,  0.00, 133, 0, 108.35, 
2016/06/26, 20:35:41, -7.239355, 72.437233, 3.45,  0.00, 99, 0, 11.07, 
2016/06/26, 20:40:41, -7.239333, 72.437157, 7.83,  0.00, 86, 0, 8.73, 
2016/06/26, 20:45:43, -7.239295, 72.437141, 3.65,  252.00, 58, 0, 4.58, 
2016/06/26, 20:50:45, -7.239313, 72.437134, 4.48,  576.00, 25, 0, 2.15, 
2016/06/26, 20:55:48, -7.239153, 72.437057, -14.50,  0.00, 64, 0, 19.71, 
2016/06/26, 21:01:22, -7.239306, 72.437141, 1.12,  0.00, 25, 0, 19.37, 
2016/06/26, 21:06:21, -7.239340, 72.437141, 4.74,  0.00, 28, 0, 3.78, 
2016/06/26, 21:11:21, -7.239337, 72.437141, 1.84,  0.00, 27, 0, 0.33, 
2016/06/26, 21:16:20, -7.239297, 72.437141, -0.08,  0.00, 24, 0, 4.45, 
2016/06/26, 21:21:19, -7.239337, 72.437141, 1.16,  0.00, 20, 0, 4.45, 
2016/06/26, 21:26:18, -7.239361, 72.437119, 15.54,  0.00, 35, 0, 3.61, 
2016/06/26, 21:31:17, -7.239317, 72.437134, -2.82,  0.00, 13, 0, 5.16, 
2016/06/26, 21:36:17, -7.239352, 72.437126, 5.00,  0.00, 18, 0, 3.99, 
2016/06/26, 21:41:16, -7.239433, 72.437141, 12.58,  0.00, 14, 0, 9.16, 
2016/06/26, 21:46:15, -7.239242, 72.437164, -2.96,  0.00, 10, 0, 21.39, 
2016/06/26, 21:51:14, -7.239401, 72.437157, 12.75,  3096.00, 192, 0, 17.70, 
2016/06/26, 21:56:12, -7.239399, 72.437157, 7.54,  0.00, 11, 0, 0.22, 
2016/06/26, 22:01:14, -7.239297, 72.437164, 4.41,  0.00, 6, 0, 11.37, 
2016/06/26, 22:06:12, -7.239240, 72.437149, 0.57,  0.00, 2, 0, 6.55, 
2016/06/26, 22:11:10, -7.239226, 72.437111, -3.44,  0.00, 36, 0, 4.47, 
2016/06/26, 22:16:09, -7.239194, 72.437126, -9.74,  0.00, 13, 0, 3.92, 
2016/06/26, 22:21:07, -7.239261, 72.437141, 0.00,  0.00, 344, 0, 7.63, 
2016/06/26, 22:26:05, -7.239249, 72.437141, 0.81,  0.00, 358, 0, 1.33, 
2016/06/26, 22:31:03, -7.239239, 72.437126, -3.49,  0.00, 352, 0, 1.99, 
2016/06/26, 22:36:01, -7.239132, 72.437111, -10.27,  0.00, 348, 0, 12.01, 
2016/06/26, 22:40:59, -7.239217, 72.437134, -1.00,  0.00, 346, 0, 9.79, 
2016/06/26, 22:46:01, -7.239130, 72.437218, -46.62,  432.00, 349, 0, 13.40, 
2016/06/26, 22:51:06, -7.239267, 72.437332, -48.20,  504.00, 354, 0, 19.75, 
2016/06/26, 22:56:32, -7.239294, 72.437134, 2.24,  180.00, 40, 0, 22.05, 
2016/06/26, 23:01:31, -7.239240, 72.437218, -16.34,  5112.00, 336, 0, 11.04, 
2016/06/26, 23:06:30, -7.239268, 72.437164, -1.53,  0.00, 26, 0, 6.72, 
2016/06/26, 23:11:27, -7.239301, 72.437134, 6.00,  144.00, 42, 0, 4.94, 
2016/06/26, 23:16:25, -7.239283, 72.437180, -4.11,  0.00, 47, 0, 5.45, 
2016/06/26, 23:21:22, -7.239477, 72.437279, 4.89,  324.00, 5, 0, 24.18, 
2016/06/26, 23:26:19, -7.239314, 72.437149, 2.24,  648.00, 51, 0, 23.11, 
2016/06/26, 23:31:16, -7.239292, 72.437180, 3.62,  288.00, 28, 0, 4.20, 
2016/06/26, 23:36:13, -7.239325, 72.437149, 4.92,  108.00, 235, 0, 5.02, 
2016/06/26, 23:41:11, -7.239342, 72.437157, 16.35,  0.00, 22, 0, 2.09, 
2016/06/26, 23:46:08, -7.239264, 72.437187, 1.88,  756.00, 23, 0, 9.28, 
2016/06/26, 23:51:06, -7.239293, 72.437172, 1.34,  180.00, 28, 0, 3.62, 
2016/06/26, 23:56:03, -7.239272, 72.437172, 0.30,  612.00, 19, -4, 2.34, 1
2016/06/27, 00:01:03, -7.239325, 72.437157, -3.70,  0.00, 31, -2, 0.00, 1
2016/06/27, 00:06:01, -7.239357, 72.437157, 20.05,  0.00, 14, 0, 3.56, 1
2016/06/27, 00:10:59, -7.239296, 72.437172, -1.41,  0.00, 24, 0, 6.98, 
2016/06/27, 00:15:57, -7.239277, 72.437141, -16.41,  0.00, 9, 0, 4.02, 
2016/06/27, 00:20:55, -7.239339, 72.437157, -2.21,  0.00, 16, 0, 7.12, 
2016/06/27, 00:25:53, -7.239288, 72.437180, 1.10,  0.00, 347, 0, 6.21, 
2016/06/27, 00:30:51, -7.239368, 72.437149, -8.06,  0.00, 19, 0, 9.53, 
2016/06/27, 00:36:11, -7.239492, 72.436981, -89.47,  684.00, 18, 0, 23.10, 
2016/06/27, 00:41:13, -7.239335, 72.437126, -17.70,  0.00, 7, 0, 23.68, 
2016/06/27, 00:46:14, -7.239268, 72.437111, -17.52,  324.00, 320, 0, 7.63, 
2016/06/27, 00:51:16, -7.239234, 72.437180, 2.08,  0.00, 3, 0, 8.50, 
2016/06/27, 00:56:19, -7.239254, 72.437126, -8.65,  0.00, 201, 0, 6.36, 
2016/06/27, 01:01:51, -7.239309, 72.437157, -0.04,  252.00, 351, 0, 7.01, 
2016/06/27, 01:06:49, -7.239457, 72.437180, -4.85,  0.00, 2, 0, 16.65, 
2016/06/27, 01:11:46, -7.239300, 72.437157, -5.07,  468.00, 343, 0, 17.64, 
2016/06/27, 01:16:43, -7.239361, 72.437149, 2.47,  288.00, 12, 0, 6.84, 
2016/06/27, 01:21:41, -7.239250, 72.437157, -26.19,  252.00, 353, 0, 12.37, 
2016/06/27, 01:26:39, -7.239208, 72.437141, -23.70,  0.00, 349, 0, 4.99, 
2016/06/27, 01:31:36, -7.239342, 72.437157, -35.43,  252.00, 348, 0, 15.00, 
2016/06/27, 01:36:34, -7.239281, 72.437164, -17.01,  0.00, 146, 0, 6.83, 
2016/06/27, 01:41:32, -7.239273, 72.437149, -11.21,  0.00, 350, 0, 1.88, 
2016/06/27, 01:46:30, -7.239301, 72.437149, -7.21,  0.00, 345, 0, 3.11, 
2016/06/27, 01:51:28, -7.239274, 72.437149, -0.13,  0.00, 331, 0, 3.00, 
2016/06/27, 01:56:30, -7.239290, 72.437172, -21.81,  0.00, 1, 0, 3.10, 
2016/06/27, 02:01:31, -7.239228, 72.437119, 1.39,  0.00, 5, 0, 9.04, 
2016/06/27, 02:06:29, -7.239388, 72.437233, -22.93,  0.00, 337, 0, 21.79, 
2016/06/27, 02:11:32, -7.238603, 72.434845, -41.07,  0.00, 71, 0, 277.50, 
2016/06/27, 02:16:33, -7.238548, 72.434746, -10.95,  360.00, 271, 0, 12.52, 1
2016/06/27, 02:21:31, -7.238522, 72.434731, -1.03,  0.00, 348, 0, 3.33, 1
2016/06/27, 02:26:31, -7.238580, 72.434731, -1.16,  0.00, 346, 0, 6.45, 
2016/06/27, 02:31:28, -7.232791, 72.434418, 3.19,  41688.00, 16, 0, 644.63, 1
2016/06/27, 02:36:30, -7.223939, 72.434898, 17.98,  17136.00, 72, 0, 985.72, 1
2016/06/27, 02:41:30, -7.197037, 72.415497, -10.29,  41292.00, 359, 0, 3678.16, 1
