Date Time	Fix	Lat1(N)	Long1(E)	Lat2(N)	Long2(E)	MsgCount	Frequency	Average TI	Satellite	Max Str	Swapped
2022-02-17 02:45:51	B	-10.396	  73.175	-10.396	  73.175	  1	674246.6		C	-123	
2022-02-17 03:12:03	A	-10.387	  73.286	-10.387	  73.286	  3	674268.6	 70.0	K	-116	
2022-02-17 04:28:24	1	-10.515	  73.210	-10.515	  73.210	 11	674239.0	 69.2	C	-120	
2022-02-17 04:45:07	2	-10.533	  73.284	-10.533	  73.284	 10	674238.3	 69.2	N	-124	
2022-02-17 05:08:49	B	-10.506	  73.291	-10.506	  73.291	  2	674249.0	417.0	B	-130	
2022-02-17 11:54:07	B	 -9.752	  73.971	 -9.752	  73.971	  1	674124.9		1	-141	
2022-02-18 11:37:31	B	 -8.255	  72.368	-15.105	 107.944	  2	674240.6	207.0	1	-136	
2022-02-18 12:10:57	0	 -8.157	  72.365	 -8.157	  72.365	  6	674240.3	 69.0	R	-124	
2022-02-18 13:09:53	1	 -7.846	  72.301	 -7.846	  72.301	  4	674242.1	 69.3	1	-125	
2022-02-18 13:28:29	0	 -7.806	  72.315	 -7.806	  72.315	  5	674251.4	 69.3	P	-131	
2022-02-18 13:36:28	B	 -7.805	  72.294	 -7.805	  72.294	  2	674291.9	 70.0	K	-126	
2022-02-18 13:52:23	1	 -7.619	  72.311	 -7.619	  72.311	  7	674239.6	 69.5	R	-126	
2022-02-18 15:08:06	0	 -7.289	  72.372	 -7.289	  72.372	  8	674246.6	 69.8	P	-126	
2022-02-18 15:15:39	1	 -7.256	  72.402	 -7.256	  72.402	  5	674235.2	 70.0	K	-123	
2022-02-18 16:37:56	1	 -7.220	  72.430	 -7.220	  72.430	  7	674236.7	 70.1	C	-120	
2022-02-18 17:07:10	3	 -7.228	  72.410	 -7.228	  72.410	  9	674240.3	 70.3	N	-127	
2022-02-19 12:55:45	2	 -7.248	  72.457	 -7.248	  72.457	  5	674238.1	 69.6	1	-123	
2022-02-19 13:21:30	3	 -7.250	  72.453	 -7.250	  72.453	  5	674240.8	 69.5	R	-127	
2022-02-19 14:50:35	3	 -7.249	  72.458	 -7.249	  72.458	  6	674242.0	 70.0	K	-133	
2022-02-19 14:54:28	3	 -7.250	  72.455	 -7.250	  72.455	  6	674241.7	 70.0	P	-133	
2022-02-19 16:19:25	3	 -7.251	  72.449	 -7.251	  72.449	  7	674243.9	 70.2	C	-121	
2022-02-19 17:00:45	3	 -7.250	  72.450	 -7.250	  72.450	  7	674244.1	 70.2	N	-128	
2022-02-19 18:00:01	B	 -7.220	  72.468	 -7.220	  72.468	  2	674231.6	 71.0	C	-130	
2022-02-20 00:11:28	3	 -7.250	  72.451	 -7.250	  72.451	  5	674248.1	 70.9	R	-133	
2022-02-20 00:45:44	A	 -7.251	  72.452	 -7.251	  72.452	  3	674250.2	 70.5	1	-129	
2022-02-20 01:50:28	0	 -7.116	  72.642	 -7.116	  72.642	  5	674254.9	 71.2	R	-130	
2022-02-20 01:52:48	1	 -7.098	  72.674	 -7.098	  72.674	  8	674244.9	 71.2	K	-124	
2022-02-20 02:06:55	1	 -7.044	  72.743	 -7.044	  72.743	  7	674246.5	 71.3	P	-123	
2022-02-20 03:21:56	0	 -6.903	  73.008	 -6.903	  73.008	  4	674181.3	 71.3	C	-121	
2022-02-20 03:34:26	A	 -6.703	  73.041	 -6.703	  73.041	  3	674247.4	 71.4	K	-131	
2022-02-20 03:42:46	A	 -6.767	  72.965	 -6.767	  72.965	  3	674174.1	 71.5	P	-137	
2022-02-20 04:07:28	A	 -6.646	  73.194	 -6.646	  73.194	  3	674255.7	141.5	N	-129	
2022-02-20 04:13:22	B	 -6.740	  72.982	 -6.740	  72.982	  1	674195.9		B	-132	
2022-02-20 05:04:17	2	 -6.635	  73.154	 -6.635	  73.154	  9	674234.9	 71.0	C	-117	
2022-02-20 05:46:37	0	 -6.546	  73.265	 -6.546	  73.265	  8	674231.4	 70.9	N	-123	
2022-02-20 23:40:33	B	 -5.959	  74.249	 -5.959	  74.249	  2	674249.3	 69.0	R	-138	
2022-02-21 00:29:44	1	 -6.006	  74.223	 -6.006	  74.223	  4	674273.4	 69.0	1	-128	
2022-02-21 01:18:14	1	 -5.936	  74.246	 -5.936	  74.246	  5	674271.1	 69.0	R	-121	
2022-02-21 01:27:22	0	 -5.909	  74.256	 -5.909	  74.256	  4	674263.0	 69.3	K	-128	
2022-02-21 01:57:11	0	 -5.758	  74.315	 -5.758	  74.315	  7	674284.8	 69.5	P	-126	
2022-02-21 02:01:49	B	 -5.772	  74.379	 -5.772	  74.379	  1	674293.8		1	-139	
2022-02-21 03:01:08	B	 -5.677	  74.475	 -5.677	  74.475	  1	674316.0		C	-133	
2022-02-21 03:10:27	3	 -5.791	  74.310	 -5.791	  74.310	  8	674258.4	 69.7	K	-125	
2022-02-21 03:30:12	1	 -5.782	  74.318	 -5.782	  74.318	  6	674263.2	 72.3	P	-128	
2022-02-21 04:44:26	0	 -5.646	  74.201	 -5.646	  74.201	  6	674242.7	 69.7	C	-114	
2022-02-21 05:33:52	0	 -5.385	  74.185	 -5.385	  74.185	  7	674240.4	 70.4	N	-121	
2022-02-21 12:16:54	0	 -5.679	  74.587	 -9.414	  91.332	  7	674232.9	 69.1	R	-127	
2022-02-21 12:23:09	B	 -5.678	  74.586	 -5.678	  74.586	  1	674224.1		1	-125	
2022-02-22 11:49:33	B	 -6.722	  73.668	 -6.722	  73.668	  2	674335.5	139.0	R	-135	
2022-02-22 12:11:33	B	 -6.737	  73.594	 -6.737	  73.594	  1	674401.2		1	-138	
2022-02-22 13:22:39	1	 -7.118	  72.915	 -4.072	  59.320	  8	674245.7	 69.8	R	-121	
2022-02-22 13:42:01	A	 -7.204	  72.797	 -7.204	  72.797	  3	674228.4	 69.7	1	-135	
2022-02-22 14:20:48	1	 -7.284	  72.548	 -7.284	  72.548	  7	674245.4	 70.1	P	-130	
2022-02-22 15:13:40	3	 -7.249	  72.455	 -7.249	  72.455	  8	674245.6	 69.8	K	-125	
2022-02-22 15:17:44	B	 -7.306	  72.434	 -7.306	  72.434	  1	674273.1		C	-133	
2022-02-22 16:00:32	1	 -7.259	  72.453	 -7.259	  72.453	  6	674248.7	 70.3	P	-131	
2022-02-22 16:06:47	B	 -7.259	  72.453	 -7.259	  72.453	  1	674250.1		B	-135	
2022-02-22 16:23:43	B	 -7.246	  72.450	 -7.246	  72.450	  2	674251.6	 69.0	N	-132	
2022-02-22 16:55:04	3	 -7.247	  72.453	 -7.247	  72.453	  8	674258.7	 69.9	C	-119	
2022-02-22 17:42:15	B	 -7.254	  72.421	 -7.254	  72.421	  1	674251.4		B	-133	
2022-02-22 18:00:28	3	 -7.247	  72.452	 -7.247	  72.452	  6	674258.7	 70.2	N	-128	
2022-02-23 12:55:49	2	 -7.247	  72.432	 -7.247	  72.432	  4	674201.9	 70.3	R	-126	
2022-02-23 13:27:08	B	 -7.264	  72.424	 -7.264	  72.424	  2	674204.1	 69.0	1	-134	
2022-02-23 14:10:20	3	 -7.250	  72.449	 -7.250	  72.449	  5	674228.2	 69.4	P	-133	
2022-02-23 14:48:08	3	 -7.249	  72.456	 -7.249	  72.456	  6	674230.6	 69.6	K	-133	
2022-02-23 15:53:11	A	 -7.257	  72.422	 -7.257	  72.422	  3	674238.4	 70.0	P	-136	
2022-02-23 16:33:19	3	 -7.252	  72.446	 -7.252	  72.446	  6	674237.3	 69.8	C	-121	
2022-02-23 17:47:25	B	 -7.256	  72.444	 -7.256	  72.444	  1	674236.7		N	-120	
2022-02-23 23:47:29	B	 -7.241	  72.445	 -7.241	  72.445	  2	674240.6	211.0	R	-136	
2022-02-24 01:14:56	A	 -7.176	  72.585	 -7.176	  72.585	  3	674249.7	 71.0	1	-132	
2022-02-24 01:17:18	B	 -7.211	  72.421	 -7.211	  72.421	  1	674219.1		P	-133	
2022-02-24 01:24:22	1	 -7.153	  72.628	 -7.153	  72.628	  8	674248.8	 70.6	R	-121	
2022-02-24 01:51:21	0	 -7.093	  72.756	 -7.093	  72.756	  6	674237.4	 71.1	K	-124	
2022-02-24 02:55:46	1	 -6.921	  72.921	 -6.921	  72.921	  8	674231.1	 71.3	P	-125	
2022-02-24 03:34:24	1	 -6.903	  72.877	 -6.903	  72.877	  7	674223.4	 71.4	K	-129	
2022-02-24 03:41:42	0	 -6.917	  72.863	 -6.917	  72.863	  5	674197.9	 72.0	C	-128	
2022-02-24 04:29:55	0	 -6.947	  72.841	 -6.947	  72.841	  6	674181.6	 71.8	B	-129	
2022-02-24 05:00:22	2	 -6.936	  72.829	 -6.936	  72.829	  9	674168.1	 71.9	N	-128	
2022-02-24 05:21:55	0	 -6.965	  72.882	 -6.965	  72.882	  8	674164.2	 71.5	C	-119	
2022-02-25 00:50:35	1	 -7.246	  72.437	 -7.246	  72.437	  8	674248.8	 69.2	R	-124	
2022-02-25 01:02:42	1	 -7.233	  72.508	 -7.233	  72.508	  8	674253.3	 69.4	1	-123	
2022-02-25 01:07:54	B	 -7.234	  72.507	 -7.234	  72.507	  1	674273.8		P	-137	
2022-02-25 01:24:54	A	 -7.225	  72.540	 -7.225	  72.540	  3	674237.3	 69.7	K	-132	
2022-02-25 02:33:04	B	 -7.145	  72.556	 -7.145	  72.556	  1	674316.1		R	-138	
2022-02-25 02:42:25	0	 -6.911	  72.611	 -6.911	  72.611	  8	674239.9	 70.1	P	-122	
2022-02-25 03:10:02	1	 -6.902	  72.582	 -6.902	  72.582	  9	674223.3	 71.0	K	-123	
2022-02-25 03:19:39	A	 -6.854	  72.550	 -6.854	  72.550	  3	674236.3	116.3	C	-127	
2022-02-25 04:10:47	1	 -6.904	  72.558	 -6.904	  72.558	  4	674204.2	 70.6	B	-131	
2022-02-25 04:49:04	1	 -6.931	  72.543	 -6.931	  72.543	  7	674169.8	 71.3	N	-126	
2022-02-25 05:01:22	1	 -6.913	  72.537	 -6.913	  72.537	 10	674175.8	 71.1	C	-118	
2022-02-25 11:51:43	A	 -6.852	  72.585	 -6.852	  72.585	  3	674251.4	 69.5	R	-133	
2022-02-26 11:22:58	B	 -6.516	  72.063	 -6.516	  72.063	  1	674252.9		R	-138	
2022-02-26 12:43:18	0	 -7.219	  72.458	 -8.030	  76.525	  7	674234.9	 69.5	1	-128	
2022-02-26 12:54:53	1	 -7.261	  72.499	 -7.057	  71.587	  6	674230.0	 69.6	R	-125	
2022-02-26 15:14:10	3	 -7.249	  72.452	 -7.249	  72.452	  4	674239.9	 69.8	K	-130	
2022-02-26 15:14:45	3	 -7.249	  72.453	 -7.249	  72.453	  4	674240.1	 69.8	P	-128	
2022-02-26 17:12:39	A	 -7.253	  72.444	 -7.253	  72.444	  3	674242.8	 70.5	N	-130	
2022-02-26 17:13:26	2	 -7.252	  72.449	 -7.252	  72.449	  4	674241.9	 70.3	C	-120	
