Species,Population,NoInds,NoPoints_total,FirstDate,LastDate,PointsPerBird,PointsPerBird_se,DatesPerBird,DatesPerBird_se,SampleRate_mean,SampleRate_se
Trindade_Petrel,Mauritius,1,397,2011-03-01,2011-09-14,397,NA,198,NA,11.942016512734396,NA
