Species,Population,ID,NoPoints,NoUniqueDates,FirstDate,LastDate,SampleRate,SampleRate_se
Trindade_Petrel,Mauritius,X102,397,198,2011-03-01,2011-09-14,11.942016512734396,0.0495759206922967
