Species,NoInds,NoPoints_total,FirstDate,LastDate,PointsPerBird,PointsPerBird_se,DatesPerBird,DatesPerBird_se,SampleRate_mean,SampleRate_se
RFB,2,230,2022-02-10,2022-02-26,115,2.2248027931270298,13,0,152.86747115968427,2.264201852670251
