Species,NoInds,NoPoints_total,FirstDate,LastDate,PointsPerBird,PointsPerBird_se,DatesPerBird,DatesPerBird_se,SampleRate_mean,SampleRate_se
RFB,3,3089,2016-06-25,2018-07-11,1029.6666666666667,8.806829813848836,5,0.5773502691896257,5.3760139005131995,0.2577638439865613
