Species,Population,Segment_duration_mean,Segment_duration_se,Total_distance_mean,Total_distance_se,N_Segments_total,N_Segments_perInd_mean,N_Segments_perInd_se
SAP,Robben,693.5625,17.8513676604729,40328.07622290359,128.75451500933062,11,3.6666666666666665,0.9158987350181576
