Species,Population,NoInds,NoPoints_total,FirstDate,LastDate,PointsPerBird,PointsPerBird_se,DatesPerBird,DatesPerBird_se,SampleRate_mean,SampleRate_se
SAP,Robben,3,2512,2011-05-18,2013-05-08,837.3333333333334,14.415351037937022,1.3333333333333333,0.4386913376508308,1.7762325993830592,0.4384775564286008
