Species,Population,Trip_duration_mean,Trip_duration_se,Total_distance_mean,Total_distance_se,Max_distance_mean,Max_distance_se,N_Trips_total,N_Trips_perInd_mean,N_Trips_perInd_se
SAP,Robben,664.6888888888889,7.5440395240780855,52068.09415170942,69.55588402601515,14431.957380074551,39.531879734387815,3,1,0
