subsample,ID,Date,Time,Lat,Lon,DateTime,DeployID,CPLat,CPLon,Species,Population,Age,BreedingStage,Deploydatetime,Retrievedatetime,geometry_first,dist,difftime,netdisp,speed,turnangle
2019-03-16T14:00:00Z,17766,2019-03-16T00:00:00Z,14:07:15,52.377357,-6.378092,2019-03-16T14:07:15Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",73.388264565449,3603,137.914975206571,0.0203686551666525,278.8067926949523
2019-03-16T16:00:00Z,17766,2019-03-16T00:00:00Z,16:07:51,52.377743,-6.380215,2019-03-16T16:07:51Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",199.888542487484,3638,384.346410883681,0.05494462410321177,279.78462771240703
2019-03-16T18:00:00Z,17766,2019-03-16T00:00:00Z,18:07:14,52.377861,-6.379014,2019-03-16T18:07:14Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",78.0706365256229,3597,270.705716462434,0.02170437490286985,80.42775796584763
2019-03-16T20:00:00Z,17766,2019-03-16T00:00:00Z,20:07:10,52.334862,-6.369282,2019-03-16T20:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",22.4115289623303,3589,7745.08839643795,0.0062445051441433,91.99456930025929
2019-03-16T22:00:00Z,17766,2019-03-16T00:00:00Z,22:07:11,52.33469,-6.369524,2019-03-16T22:07:11Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",30.314060417283,3598,7773.33152449413,0.00842525303426432,238.4258092496305
2019-03-17T00:00:00Z,17766,2019-03-17T00:00:00Z,00:07:12,52.334812,-6.369505,2019-03-17T00:07:12Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",17.7656888416081,3589,7751.45660950729,0.00495003868531849,52.765166018373726
2019-03-17T02:00:00Z,17766,2019-03-17T00:00:00Z,02:07:25,52.334774,-6.369518,2019-03-17T02:07:25Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",4.51200837588932,3615,7758.18597758591,0.00124813509706481,306.158185442262
2019-03-17T04:00:00Z,17766,2019-03-17T00:00:00Z,04:07:15,52.337299,-6.365693,2019-03-17T04:07:15Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",64.4829980378609,3591,7361.21899170696,0.01795683598937925,122.61924307122172
2019-03-17T06:00:00Z,17766,2019-03-17T00:00:00Z,06:07:14,52.337898,-6.370907,2019-03-17T06:07:14Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",40.168090942659,3587,7176.43242820774,0.01119824113260635,272.3859440311473
2019-03-17T08:00:00Z,17766,2019-03-17T00:00:00Z,08:07:23,52.380127,-6.377185,2019-03-17T08:07:23Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",31.2886176038966,3613,553.106319536669,0.00866001040794258,36.869897645217705
2019-03-17T10:00:00Z,17766,2019-03-17T00:00:00Z,10:07:14,52.379726,-6.378662,2019-03-17T10:07:14Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",120.647136490728,3591,516.651338042155,0.03359708618510956,251.00245628262132
2019-03-17T12:00:00Z,17766,2019-03-17T00:00:00Z,12:07:10,52.379879,-6.378706,2019-03-17T12:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",36.1281252019259,3600,544.3942735437,0.01003559033386831,45.67403689762535
2019-03-17T14:00:00Z,17766,2019-03-17T00:00:00Z,14:07:20,52.376846,-6.378668,2019-03-17T14:07:20Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",504.85244196388,3597,199.072266475807,0.1403537508934889,186.40393464024248
2019-03-17T16:00:00Z,17766,2019-03-17T00:00:00Z,16:07:39,52.377167,-6.379347,2019-03-17T16:07:39Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",193.621784343548,3627,269.575647260769,0.05338345308617252,144.23990182089827
2019-03-17T18:00:00Z,17766,2019-03-17T00:00:00Z,18:07:40,52.376816,-6.380548,2019-03-17T18:07:40Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",43.8007679710943,3628,406.244343972105,0.01207297904385178,183.8140748343185
2019-03-17T20:00:00Z,17766,2019-03-17T00:00:00Z,20:07:11,52.334515,-6.369485,2019-03-17T20:07:11Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",6.87105131324838,3573,7805.49328011354,0.00192304822648989,326.6893691788337
2019-03-17T22:00:00Z,17766,2019-03-17T00:00:00Z,22:07:11,52.33445,-6.369508,2019-03-17T22:07:11Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",5.68317523297443,3597,7816.9970377275,0.00157997643396564,154.9831065233858
2019-03-18T00:00:00Z,17766,2019-03-18T00:00:00Z,00:07:16,52.336933,-6.370863,2019-03-18T00:07:16Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",472.352857374307,3605,7351.94309370602,0.1310271449027203,331.1238992058356
2019-03-18T02:00:00Z,17766,2019-03-18T00:00:00Z,02:07:17,52.33712,-6.367983,2019-03-18T02:07:17Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",264.986049766663,3605,7354.52848917232,0.07350514556634202,90.64996625512386
2019-03-18T04:00:00Z,17766,2019-03-18T00:00:00Z,04:07:11,52.337078,-6.367903,2019-03-18T04:07:11Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",2.7531480153264,3594,7363.31979358682,7.66040071042404e-4,191.30993247206297
2019-03-18T06:00:00Z,17766,2019-03-18T00:00:00Z,06:07:12,52.339622,-6.368104,2019-03-18T06:07:12Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",463.991765570805,3572,6901.22444769348,0.12989691085408872,355.68397248013065
2019-03-18T08:00:00Z,17766,2019-03-18T00:00:00Z,08:07:13,52.377132,-6.378815,2019-03-18T08:07:13Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",29.6069408920436,3565,210.151356974193,0.00830489225583269,210.18653588161928
2019-03-18T10:00:00Z,17766,2019-03-18T00:00:00Z,10:07:41,52.377251,-6.378513,2019-03-18T10:07:41Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",77.7404041265573,3627,178.633640783056,0.02143380317798656,81.00561274069976
2019-03-18T12:00:00Z,17766,2019-03-18T00:00:00Z,12:07:17,52.377163,-6.378567,2019-03-18T12:07:17Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",27.5514574728601,3607,182.837250583362,0.00763833032238981,129.88268514945662
2019-03-18T14:00:00Z,17766,2019-03-18T00:00:00Z,14:07:12,52.377571,-6.378535,2019-03-18T14:07:12Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",87.8548132364524,3594,198.598666997974,0.02444485621492832,17.595109085150625
2019-03-18T16:00:00Z,17766,2019-03-18T00:00:00Z,16:07:40,52.378178,-6.378528,2019-03-18T16:07:40Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",32.922580302407,3628,265.537868312498,0.00907458111973732,45.73925935584624
2019-03-18T18:00:00Z,17766,2019-03-18T00:00:00Z,18:07:24,52.377571,-6.378772,2019-03-18T18:07:24Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",97.688551950306,3607,222.658280737408,0.02708304739404102,253.2406623240193
2019-03-18T20:00:00Z,17766,2019-03-18T00:00:00Z,20:07:10,52.337566,-6.365603,2019-03-18T20:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",222.94656520965,3561,7315.00635428428,0.06260785319001685,100.14736877223793
2019-03-18T22:00:00Z,17766,2019-03-18T00:00:00Z,22:07:10,52.337479,-6.365625,2019-03-18T22:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",8.85323570841258,3600,7330.19941564461,0.00245923214122571,136.39718102747793
2019-03-19T00:00:00Z,17766,2019-03-19T00:00:00Z,00:07:11,52.337513,-6.365693,2019-03-19T00:07:11Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",10.7351045042046,3601,7322.80034255258,0.00298114537745199,250.1278241836308
2019-03-19T02:00:00Z,17766,2019-03-19T00:00:00Z,02:07:49,52.337692,-6.368727,2019-03-19T02:07:49Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",346.715205121727,3639,7240.38121574458,0.09527760514474495,273.73179747840857
2019-03-19T04:00:00Z,17766,2019-03-19T00:00:00Z,04:07:10,52.33778,-6.366828,2019-03-19T04:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",120.941646124867,3592,7254.22159919511,0.03366972330870461,115.45815452156164
2019-03-19T06:00:00Z,17766,2019-03-19T00:00:00Z,06:07:12,52.337517,-6.367743,2019-03-19T06:07:12Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",281.535986965919,3598,7286.57301971037,0.07824791188602523,191.71902729222717
2019-03-19T08:00:00Z,17766,2019-03-19T00:00:00Z,08:07:10,52.377346,-6.37763,2019-03-19T08:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",106.910840084458,3596,90.2885376135529,0.02973048945618961,108.5165666871526
2019-03-19T10:00:00Z,17766,2019-03-19T00:00:00Z,10:07:41,52.377831,-6.376788,2019-03-19T10:07:41Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",101.659667930812,3628,134.571279045654,0.0280208566512713,356.097179241968
2019-03-19T12:00:00Z,17766,2019-03-19T00:00:00Z,12:07:40,52.37759,-6.376362,2019-03-19T12:07:40Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",26.950316575679,3630,109.632132924581,0.00742432963517328,237.35155915010392
2019-03-19T14:00:00Z,17766,2019-03-19T00:00:00Z,14:07:17,52.377186,-6.376643,2019-03-19T14:07:17Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",78.8309025398176,3607,35.5534962995189,0.02185497713884602,216.89321705041033
2019-03-19T16:00:00Z,17766,2019-03-19T00:00:00Z,16:07:13,52.377514,-6.378503,2019-03-19T16:07:13Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",208.425325162444,3594,191.035574670105,0.05799257795282248,277.2442461668842
2019-03-19T18:00:00Z,17766,2019-03-19T00:00:00Z,18:07:18,52.377491,-6.378366,2019-03-19T18:07:18Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",97.5876652225244,3606,175.38716395026,0.02706258048322919,98.41234529053304
2019-03-19T20:00:00Z,17766,2019-03-19T00:00:00Z,20:07:10,52.33741,-6.367605,2019-03-19T20:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",38.9515017051651,3570,7308.04070349508,0.01091078479136276,213.69006752532735
2019-03-19T22:00:00Z,17766,2019-03-19T00:00:00Z,22:07:10,52.336967,-6.367935,2019-03-19T22:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",13.2373010189829,3600,7382.8701449319,0.00367702806082859,135
2019-03-20T00:00:00Z,17766,2019-03-20T00:00:00Z,00:07:11,52.336948,-6.36797,2019-03-20T00:07:11Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",3.09232916108505,3601,7385.77269174663,8.587417831394184e-4,319.0856167754543
2019-03-20T02:00:00Z,17766,2019-03-20T00:00:00Z,02:07:10,52.337143,-6.3702819999999996,2019-03-20T02:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",100.829893517127,3600,7320.09988863269,0.02800830375475746,303.69006752601814
2019-03-20T04:00:00Z,17766,2019-03-20T00:00:00Z,04:07:40,52.336987,-6.368625,2019-03-20T04:07:40Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",36.785085075601,3623,7369.23263818744,0.01015321144786116,56.250681430434305
2019-03-20T06:00:00Z,17766,2019-03-20T00:00:00Z,06:07:21,52.338703,-6.367852,2019-03-20T06:07:21Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",395.844398079435,3610,7070.95215723814,0.1096521878336384,20.70124004712935
2019-03-20T08:00:00Z,17766,2019-03-20T00:00:00Z,08:07:43,52.377552,-6.376812,2019-03-20T08:07:43Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",69.6164369476926,3633,83.7896632870362,0.01916224523746012,77.53311133694123
2019-03-20T10:00:00Z,17766,2019-03-20T00:00:00Z,10:07:15,52.37759,-6.376173,2019-03-20T10:07:15Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",9.94588494601271,3604,122.935389801346,0.00275967950777267,126.38435181620136
2019-03-20T12:00:00Z,17766,2019-03-20T00:00:00Z,12:07:10,52.378078,-6.377663,2019-03-20T12:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",15.6263258266011,3601,196.547644231293,0.00433944066276065,113.6820877222528
2019-03-20T14:00:00Z,17766,2019-03-20T00:00:00Z,14:07:09,52.3783,-6.37788,2019-03-20T14:07:09Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",41.7111440102738,3595,243.4660609654,0.01160254353554207,304.8516660938997
2019-03-20T16:00:00Z,17766,2019-03-20T00:00:00Z,16:07:09,52.378231,-6.377993,2019-03-20T16:07:09Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",57.1256515353442,3588,238.206682371355,0.01592130756280496,82.62227173167588
2019-03-20T18:00:00Z,17766,2019-03-20T00:00:00Z,18:07:16,52.378239,-6.378119,2019-03-20T18:07:16Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",59.9654714390185,3529,246.71823310015,0.0169921993309772,62.38020382644485
2019-03-20T20:00:00Z,17766,2019-03-20T00:00:00Z,20:07:15,52.343544,-6.356544,2019-03-20T20:07:15Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",65.7414311201117,3575,6523.70123961818,0.01838921150212914,221.65596868779912
2019-03-20T22:00:00Z,17766,2019-03-20T00:00:00Z,21:07:09,52.343292,-6.356405,2019-03-20T21:07:09Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",48.4549480242435,3594,6572.13421731746,0.01348217808131428,151.11942912072985
2019-03-21T00:00:00Z,17766,2019-03-21T00:00:00Z,00:07:12,52.343147,-6.356618,2019-03-21T00:07:12Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",7.97400552122939,3603,6588.73984151536,0.00221315723597818,230.8560135877797
2019-03-21T02:00:00Z,17766,2019-03-21T00:00:00Z,02:07:14,52.343105,-6.35698,2019-03-21T02:07:14Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",32.616583341582,3603,6582.22459020661,0.00905261819083597,283.3924977536167
2019-03-21T04:00:00Z,17766,2019-03-21T00:00:00Z,04:07:21,52.338547,-6.367165,2019-03-21T04:07:21Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",39.4297503874411,3608,7110.37101155801,0.01092842305638612,278.946891126286
2019-03-21T06:00:00Z,17766,2019-03-21T00:00:00Z,06:07:09,52.359463,-6.37377,2019-03-21T06:07:09Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",3966.13957136737,3599,3234.31390120343,1.102011550810606,341.0838828672219
2019-03-21T08:00:00Z,17766,2019-03-21T00:00:00Z,08:07:09,52.359932,-6.372627,2019-03-21T08:07:09Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",393.938212616557,3599,3166.07316114024,0.109457686195209,66.46145021784649
2019-03-21T10:00:00Z,17766,2019-03-21T00:00:00Z,10:07:10,52.377876,-6.377042,2019-03-21T10:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",71.2930945537799,3600,142.438266724179,0.01980363737604997,350.65714338092243
2019-03-21T12:00:00Z,17766,2019-03-21T00:00:00Z,11:52:10,52.377598,-6.377205,2019-03-21T11:52:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",105.550099251843,2699,96.2500321232196,0.03910711346863409,299.9145005911776
2019-03-21T14:00:00Z,17766,2019-03-21T00:00:00Z,14:07:16,52.377728,-6.379897,2019-03-21T14:07:16Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",52.8035528462116,3607,349.904833326583,0.0146391884796816,268.67058972676324
2019-03-21T16:00:00Z,17766,2019-03-21T00:00:00Z,16:07:58,52.377666,-6.379702,2019-03-21T16:07:58Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",64.9999562817363,3618,325.708190808454,0.01796571483740638,111.17756018051304
2019-03-21T18:00:00Z,17766,2019-03-21T00:00:00Z,18:07:13,52.377895,-6.378923,2019-03-21T18:07:13Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",53.4064874616616,3584,265.41158343865,0.01490136368907967,13.00904534342886
2019-03-21T20:00:00Z,17766,2019-03-21T00:00:00Z,20:07:08,52.34219,-6.35676,2019-03-21T20:07:08Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",25.7717710295126,3594,6747.5170269746,0.00717077658027619,260.3294818359703
2019-03-21T22:00:00Z,17766,2019-03-21T00:00:00Z,22:07:08,52.342232,-6.356692,2019-03-21T22:07:08Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",4.85392764470454,3601,6742.82590260455,0.0013479388071937,316.27303002799397
2019-03-22T00:00:00Z,17766,2019-03-22T00:00:00Z,00:07:17,52.338963,-6.36691,2019-03-22T00:07:17Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",1309.92680472893,3609,7039.91902010842,0.3629611539841868,252.91450802787577
2019-03-22T02:00:00Z,17766,2019-03-22T00:00:00Z,02:07:16,52.338764,-6.367698,2019-03-22T02:07:16Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",35.8518059937015,3608,7062.42620725898,0.00993675332419664,263.14292766526376
2019-03-22T04:00:00Z,17766,2019-03-22T00:00:00Z,04:07:40,52.337769,-6.367568,2019-03-22T04:07:40Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",114.238007653621,3624,7243.89465956742,0.03152262904349378,154.51079944379498
2019-03-22T06:00:00Z,17766,2019-03-22T00:00:00Z,06:07:09,52.345116,-6.370935,2019-03-22T06:07:09Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",1301.53113793176,3584,5867.94785614992,0.3631504291104234,336.9325758705596
2019-03-22T08:00:00Z,17766,2019-03-22T00:00:00Z,08:07:09,52.359169,-6.375523,2019-03-22T08:07:09Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",42.6118551910422,3598,3272.48168351782,0.01184320600084552,87.75132099533067
2019-03-22T10:00:00Z,17766,2019-03-22T00:00:00Z,10:08:26,52.377384,-6.379941,2019-03-22T10:08:26Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",169.702884874555,3673,339.436120575983,0.04620280012920098,278.16793561509564
2019-03-22T12:00:00Z,17766,2019-03-22T00:00:00Z,12:07:10,52.378063,-6.37988,2019-03-22T12:07:10Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",104.66204373418,3600,372.765642817719,0.02907278992616114,283.4957332805275
2019-03-22T14:00:00Z,17766,2019-03-22T00:00:00Z,14:07:09,52.377998,-6.378177,2019-03-22T14:07:09Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",132.626778628204,3601,215.097004839116,0.03683054113529697,90.91396093583111
2019-03-22T16:00:00Z,17766,2019-03-22T00:00:00Z,16:07:41,52.377945,-6.3781,2019-03-22T16:07:41Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",11.8954240735825,3606,202.18223220372099,0.00329878648740501,7.883139317131546
2019-03-22T18:00:00Z,17766,2019-03-22T00:00:00Z,18:07:20,52.377777,-6.378898,2019-03-22T18:07:20Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",80.0683482549093,3609,251.83976415433,0.02218574348986127,244.93917647141544
2019-03-22T20:00:00Z,17766,2019-03-22T00:00:00Z,20:07:08,52.337776,-6.365763,2019-03-22T20:07:08Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",13.1864529627323,3589,7274.25749211987,0.00367413010942666,307.983498254233
2019-03-22T22:00:00Z,17766,2019-03-22T00:00:00Z,22:07:08,52.337791,-6.365871,2019-03-22T22:07:08Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",12.9206964694021,3600,7269.51955288454,0.00358908235261169,291.194056483265
2019-03-23T00:00:00Z,17766,2019-03-23T00:00:00Z,00:07:09,52.33778,-6.365693,2019-03-23T00:07:09Z,1,NA,NA,GWFG,Wexf,Adult,NA,2019-03-16T12:00:00Z,2019-05-15T12:00:00Z,"c(-709876.377785368, 6868598.92376262)",32.5245829361782,3601,7274.87503544963,0.00903209745520083,100.75598501579246
