ID,Date,Time,Lat,Lon,DateTime,DeployID,CPLat,CPLon,Species,Population,Deploydatetime,Retrievedatetime,geometry_first,dist,difftime,netdisp,speed,turnangle,CPdist,CPbearing
X102,2011-03-05T00:00:00Z,14:42:13,-27.50551689,51.94581628,2011-03-05T14:42:13Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",77887.9752952315,45000,1075036.29295052,1.7308438954495893,58.823904230988504,1135425.24221122,217.34399283883593
X102,2011-03-06T00:00:00Z,02:12:13,-27.76408238,52.14531908,2011-03-06T02:12:13Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",39354.8708071179,41400,1089740.55754748,0.9506007441332822,142.3471017021173,1149943.62568363,215.4830687694653
X102,2011-03-06T00:00:00Z,13:32:13,-27.31307052,52.16179712,2011-03-06T13:32:13Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",56651.58949776,40800,1041529.28591143,1.3885193504352944,2.09241147895409,1101891.28514092,217.00680982478758
X102,2011-03-07T00:00:00Z,02:22:13,-26.27394301,52.87177677,2011-03-07T02:22:13Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",151790.123266095,46200,889976.899304707,3.2855005035951197,34.34268377209589,950381.113132431,217.42143136262422
X102,2011-03-07T00:00:00Z,15:02:12,-26.09618588,53.62783297,2011-03-07T15:02:12Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",87004.5035664087,45599,825722.527912376,1.9080353421436589,76.76942191113368,885701.743912593,213.65643736411116
X102,2011-03-08T00:00:00Z,02:22:12,-25.79994629,54.27565084,2011-03-08T02:22:12Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",80904.5723027093,40800,758420.557577732,1.982955203497776,65.42593204507105,817854.789930635,210.54232638727086
X102,2011-03-08T00:00:00Z,14:42:12,-25.21428208,55.560364,2011-03-08T14:42:12Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",160221.997045337,44400,634887.423718478,3.6086035370571343,65.49310610697545,692122.733906187,202.53041558734765
X102,2011-03-09T00:00:00Z,02:07:12,-24.63106047,56.07522762,2011-03-09T02:07:12Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",91707.2461957435,41100,549255.424465389,2.2313198587772143,41.437820517356954,605412.775812488,199.6823197211308
X102,2011-03-09T00:00:00Z,14:37:12,-23.89882827,56.51107444,2011-03-09T14:37:12Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",101727.328118288,45000,450444.400055749,2.2606072915175006,30.762391358813673,505604.268507558,197.46902217059844
X102,2011-03-10T00:00:00Z,02:27:12,-23.34591097,56.86099512,2011-03-10T02:27:12Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",77656.2729162866,42600,376787.998552221,1.822917204607666,32.3281896524446,430599.855446021,194.80616863540646
X102,2011-03-10T00:00:00Z,14:32:11,-22.88238754,57.45496049,2011-03-10T14:32:11Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",86714.4742105337,43499,315135.488811226,1.9934820159206803,52.03195109154833,363906.452713336,186.200960059387
X102,2011-03-11T00:00:00Z,02:32:11,-22.5930013,57.28847807,2011-03-11T02:32:11Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",39541.0059234236,43200,280709.401169959,0.9153010630422134,330.08840278272936,331747.558534833,190.25465501227293
X102,2011-03-11T00:00:00Z,14:42:11,-22.23291221,57.19473605,2011-03-11T14:42:11Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",44598.5093375113,43800,238410.203040825,1.0182308067924963,345.4080707872532,291252.019820291,193.91231581793372
X102,2011-03-12T00:00:00Z,02:02:11,-22.31397162,56.96929277,2011-03-12T02:02:11Z,5H41371,-19.854,57.784,Trindade_Petrel,Mauritius,2011-02-05T11:48:00Z,NA,"c(6394191.55116563, -2302670.4948368)",26924.0425104188,40800,252098.460308946,0.6599030027063423,250.22366413154958,307211.970667287,198.32412821983132
