"Date","Time","Lon","Lat"
"18.05.2011","05:01:35",18.376815,-33.8037083
"18.05.2011","05:02:39",18.3768133,-33.8031717
"18.05.2011","05:03:48",18.376845,-33.8037033
"18.05.2011","05:04:53",18.3770383,-33.8034533
"18.05.2011","05:06:01",18.3772317,-33.8038367
"18.05.2011","05:07:06",18.3772117,-33.80385
"18.05.2011","05:08:11",18.3770817,-33.8036333
"18.05.2011","05:09:19",18.377105,-33.8036633
"18.05.2011","05:10:27",18.377065,-33.8037083
"18.05.2011","05:11:34",18.3770183,-33.803435
"18.05.2011","05:12:41",18.3768767,-33.80321
"18.05.2011","05:13:49",18.37701,-33.8035067
"18.05.2011","05:14:54",18.37708,-33.8035983
"18.05.2011","05:16:02",18.3770817,-33.8036
"18.05.2011","05:17:11",18.3769617,-33.8033633
"18.05.2011","05:18:26",18.3771017,-33.8037117
"18.05.2011","05:19:29",18.37701,-33.80347
"18.05.2011","05:20:38",18.37695,-33.803365
"18.05.2011","05:21:41",18.3771367,-33.80411
"18.05.2011","05:22:49",18.3772083,-33.8036567
"18.05.2011","05:23:54",18.3769167,-33.8033783
"18.05.2011","05:24:57",18.377255,-33.804035
"18.05.2011","05:26:05",18.3771467,-33.80376
"18.05.2011","05:27:09",18.3771817,-33.8038583
"18.05.2011","05:28:15",18.37707,-33.8036317
"18.05.2011","05:29:19",18.3772317,-33.8038
"18.05.2011","05:30:21",18.3765333,-33.8029667
"18.05.2011","05:31:26",18.3772617,-33.8037617
"18.05.2011","05:32:30",18.37709,-33.8039117
"18.05.2011","05:33:34",18.3767617,-33.8044033
"18.05.2011","05:34:38",18.37762,-33.8035183
"18.05.2011","05:35:40",18.3774867,-33.8030933
"18.05.2011","05:36:44",18.3781517,-33.8039067
"18.05.2011","05:37:49",18.3776083,-33.80446
"18.05.2011","05:38:51",18.3777083,-33.80524
"18.05.2011","05:39:57",18.3778683,-33.8047767
"18.05.2011","05:40:59",18.37794,-33.8049967
"18.05.2011","05:42:03",18.3781517,-33.8050933
"18.05.2011","05:43:12",18.3783717,-33.8053
"18.05.2011","05:44:19",18.37833,-33.8053483
"18.05.2011","05:45:23",18.3785567,-33.8054933
"18.05.2011","05:46:26",18.3785767,-33.8055183
"18.05.2011","05:47:30",18.3787633,-33.8056967
"18.05.2011","05:48:33",18.378845,-33.8053067
"18.05.2011","05:49:37",18.3793667,-33.8059017
"18.05.2011","05:50:46",18.3793567,-33.8060733
"18.05.2011","05:51:50",18.3794967,-33.806255
"18.05.2011","05:52:56",18.3794317,-33.8062667
"18.05.2011","05:54:04",18.3795967,-33.8064917
"18.05.2011","05:55:06",18.3798783,-33.8065067
"18.05.2011","05:56:14",18.379845,-33.80671
"18.05.2011","05:57:21",18.3799333,-33.8067067
"18.05.2011","05:58:27",18.38006,-33.8068567
"18.05.2011","05:59:33",18.3799633,-33.8069767
"18.05.2011","06:00:38",18.3801083,-33.8071033
"18.05.2011","06:01:41",18.3802033,-33.807215
"18.05.2011","06:02:45",18.3802267,-33.8072017
"18.05.2011","06:03:49",18.38026,-33.807245
"18.05.2011","06:04:51",18.38027,-33.8072083
"18.05.2011","06:05:53",18.3802733,-33.8072333
"18.05.2011","06:06:55",18.3804933,-33.8070467
"18.05.2011","06:07:57",18.3806267,-33.80702
"18.05.2011","06:09:01",18.3801767,-33.80732
"18.05.2011","06:10:05",18.3807383,-33.8070833
"18.05.2011","06:11:08",18.380555,-33.807315
"18.05.2011","06:12:10",18.3807567,-33.807865
"18.05.2011","06:13:13",18.380795,-33.8075867
"18.05.2011","06:14:15",18.3809117,-33.8077917
"18.05.2011","06:15:20",18.3808083,-33.8079733
"18.05.2011","06:16:26",18.3809367,-33.8081367
"18.05.2011","06:17:31",18.3810367,-33.808335
"18.05.2011","06:18:33",18.3809283,-33.8087417
"18.05.2011","06:19:42",18.3812433,-33.808645
"18.05.2011","06:20:47",18.38144,-33.8087567
"18.05.2011","06:21:50",18.3815217,-33.80881
"18.05.2011","06:22:56",18.3814233,-33.809065
"18.05.2011","06:24:04",18.3816033,-33.8090233
"18.05.2011","06:25:08",18.3816333,-33.8091283
"18.05.2011","06:26:14",18.3816167,-33.8091183
"18.05.2011","06:27:18",18.3816017,-33.809045
"18.05.2011","06:28:20",18.3816817,-33.8092117
"18.05.2011","06:29:24",18.38168,-33.8092233
"18.05.2011","06:30:26",18.38142,-33.8086983
"18.05.2011","06:31:28",18.3818683,-33.808755
"18.05.2011","06:32:31",18.382515,-33.809565
"18.05.2011","06:33:37",18.3815533,-33.8091483
"18.05.2011","06:34:45",18.38162,-33.8091367
"18.05.2011","06:35:48",18.3815867,-33.8091
