"device_ID","longitude","latitude","timestamp","day","month","year","hour","date","day_ID","julian_date","net_sqrd_displacement","step_length"
17769,-6.385,52.375557,2018-03-27 15:10:51,27,3,2018,15,2018-03-27,"2018-03-27_17769",17617,0.00187477925299978,0.785756378639147
17769,-6.376323,52.370903,2018-03-27 16:11:56,27,3,2018,16,2018-03-27,"2018-03-27_17769",17617,0.00120419407999969,0.0391882723086741
17769,-6.376276,52.370552,2018-03-27 17:10:46,27,3,2018,17,2018-03-27,"2018-03-27_17769",17617,0.00118141204999999,0.164348684998815
17769,-6.377755,52.369385,2018-03-27 18:10:50,27,3,2018,18,2018-03-27,"2018-03-27_17769",17617,0.00116428024399985,3.49076625487472
17769,-6.356822,52.340752,2018-03-27 19:10:46,27,3,2018,19,2018-03-27,"2018-03-27_17769",17617,7.59119399999927e-06,0.0141998527881388
17769,-6.356945,52.340649,2018-03-27 20:10:47,27,3,2018,20,2018-03-27,"2018-03-27_17769",17617,6.89284000000181e-06,0.0640205275807217
17769,-6.357522,52.340195,2018-03-27 21:10:46,27,3,2018,21,2018-03-27,"2018-03-27_17769",17617,4.28442500000074e-06,0.00368991311000727
17769,-6.357483,52.340172,2018-03-27 22:10:46,27,3,2018,22,2018-03-27,"2018-03-27_17769",17617,4.46070500000049e-06,0.0105817724286871
17769,-6.35749,52.340267,2018-03-27 23:10:47,27,3,2018,23,2018-03-27,"2018-03-27_17769",17617,4.37543300000262e-06,0.00659662023929921
17769,-6.357438,52.340317,2018-03-28 00:10:46,28,3,2018,0,2018-03-28,"2018-03-28_17769",17618,4.57184500000202e-06,0.168908430076866
17769,-6.358765,52.339035,2018-03-28 01:10:48,28,3,2018,1,2018-03-28,"2018-03-28_17769",17618,2.83360400000272e-06,0.105088481029073
17769,-6.360242,52.339306,2018-03-28 02:10:51,28,3,2018,2,2018-03-28,"2018-03-28_17769",17618,1.91730600000729e-06,0.0103170234884623
17769,-6.360213,52.339397,2018-03-28 03:10:48,28,3,2018,3,2018-03-28,"2018-03-28_17769",17618,1.66724000001142e-06,0.0102433201287805
17769,-6.360278,52.339314,2018-03-28 04:10:49,28,3,2018,4,2018-03-28,"2018-03-28_17769",17618,1.94792200000415e-06,3.56120458866155
17769,-6.378203,52.369377,2018-03-28 05:10:47,28,3,2018,5,2018-03-28,"2018-03-28_17769",17618,0.0011803155399998,0.150091869013725
17769,-6.377363,52.36813,2018-03-28 06:10:47,28,3,2018,6,2018-03-28,"2018-03-28_17769",17618,0.00107928584099984,0.920903038942325
17769,-6.383833,52.375397,2018-03-28 07:10:46,28,3,2018,7,2018-03-28,"2018-03-28_17769",17618,0.00180559267999972,0.0979120984214598
17769,-6.385157,52.37574,2018-03-28 08:11:19,28,3,2018,8,2018-03-28,"2018-03-28_17769",17618,0.0018956487249998,0.01552029266812
17769,-6.385365,52.375797,2018-03-28 09:10:48,28,3,2018,9,2018-03-28,"2018-03-28_17769",17618,0.00191035632799966,0.0383402466026461
17769,-6.384819,52.375713,2018-03-28 10:10:45,28,3,2018,10,2018-03-28,"2018-03-28_17769",17618,0.00187656270799958,0.116870003386331
17769,-6.383965,52.374802,2018-03-28 11:10:49,28,3,2018,11,2018-03-28,"2018-03-28_17769",17618,0.00177086077299992,0.125931866174564
17769,-6.385297,52.375587,2018-03-28 12:10:48,28,3,2018,12,2018-03-28,"2018-03-28_17769",17618,0.00189207808399994,0.137164088066888
17769,-6.38371,52.374828,2018-03-28 13:10:48,28,3,2018,13,2018-03-28,"2018-03-28_17769",17618,0.0017602664179998,0.147190465740137
17769,-6.385425,52.375633,2018-03-28 14:10:46,28,3,2018,14,2018-03-28,"2018-03-28_17769",17618,0.00190191008799977,0.215184686457517
17769,-6.382758,52.374596,2018-03-28 15:10:46,28,3,2018,15,2018-03-28,"2018-03-28_17769",17618,0.00169933704199954,0.623816083420339
