BirdID,Sex,Age,BreedStage,TrackID,DateGMT,TimeGMT,Latitude,Longitude
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,07:18:58,-6.351708,72.75322
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,07:24:02,-6.322027,72.767662
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,07:29:06,-6.297506,72.784889
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,07:34:10,-6.264639,72.795418
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,07:39:14,-6.257952,72.796036
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,07:44:18,-6.255531,72.798241
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,07:49:21,-6.268006,72.811234
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,07:54:26,-6.289839,72.821297
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,07:59:30,-6.296782,72.817772
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,08:04:39,-6.293602,72.811363
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,08:09:47,-6.293299,72.807037
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,08:14:55,-6.288117,72.803276
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,08:20:02,-6.285523,72.798058
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,08:25:09,-6.281118,72.794792
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,08:30:16,-6.280161,72.787003
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,08:35:28,-6.275216,72.783005
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,08:40:37,-6.268696,72.78112
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,08:45:44,-6.265959,72.774178
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,08:51:18,-6.269403,72.770866
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,08:56:43,-6.275509,72.769028
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,09:02:21,-6.27926,72.768814
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,09:08:43,-6.284665,72.764717
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,09:16:18,-6.286568,72.769264
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,09:23:53,-6.293028,72.760826
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,09:31:47,-6.293027,72.756752
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,09:40:03,-6.309788,72.77166
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,09:48:31,-6.314243,72.781258
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,09:56:23,-6.321823,72.775795
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,10:01:30,-6.322437,72.772598
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,10:06:39,-6.32001,72.765808
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,10:11:49,-6.318029,72.757042
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,10:17:20,-6.317688,72.750488
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,10:22:49,-6.312984,72.739258
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,10:29:14,-6.308869,72.72982
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,10:35:40,-6.305772,72.717262
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,10:42:43,-6.318745,72.696594
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,10:50:01,-6.318224,72.697556
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,10:57:03,-6.34538,72.685501
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:02:15,-6.374115,72.683693
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:07:21,-6.384424,72.678322
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:12:28,-6.387726,72.681595
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:17:35,-6.390985,72.684898
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:22:42,-6.395958,72.686577
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:27:51,-6.403778,72.695045
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:32:59,-6.409812,72.692528
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:38:06,-6.414907,72.696846
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:43:13,-6.416409,72.695496
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:48:19,-6.416118,72.690773
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:53:26,-6.388024,72.706718
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,11:58:34,-6.393171,72.713783
