id,date_dd_mm_yyyy,time_hh_mm_ss,latitude_decimal_degrees,longitude_decimal_degrees
TrinPetrel_X102,04/09/2011,01:21:09,-6.485903462,68.55415492
TrinPetrel_X102,04/09/2011,13:11:08,-5.959288854,68.90708023
TrinPetrel_X102,05/09/2011,01:11:08,-5.49893561,68.56987986
TrinPetrel_X102,05/09/2011,13:01:08,-8.97388901,68.22214556
TrinPetrel_X102,06/09/2011,01:21:08,-9.72343559,67.18829981
TrinPetrel_X102,06/09/2011,13:31:08,-10.65766726,66.03724228
TrinPetrel_X102,07/09/2011,02:01:07,-11.3421809,64.45501635
TrinPetrel_X102,07/09/2011,12:46:07,-13.13491793,63.73459919
TrinPetrel_X102,08/09/2011,01:31:07,-14.40633591,62.83569351
TrinPetrel_X102,08/09/2011,13:51:07,-15.49826199,61.26297491
TrinPetrel_X102,09/09/2011,02:11:07,-17.46379113,59.9143988
TrinPetrel_X102,09/09/2011,14:01:07,-20.4327972,60.37978404
TrinPetrel_X102,10/09/2011,02:21:06,-20.42540622,59.09900389
TrinPetrel_X102,10/09/2011,14:16:06,-20.43310996,58.51726689
TrinPetrel_X102,11/09/2011,02:21:06,-20.54039389,57.80786973
TrinPetrel_X102,11/09/2011,14:01:06,-20.97007716,57.88183067
TrinPetrel_X102,12/09/2011,02:21:06,-20.78398091,57.46650253
TrinPetrel_X102,12/09/2011,14:21:06,-20.6783076,57.02919792
TrinPetrel_X102,13/09/2011,02:21:05,-20.48899202,56.7904891
TrinPetrel_X102,13/09/2011,14:11:05,-20.0213942,57.27466263
TrinPetrel_X102,14/09/2011,02:11:05,-19.8674275,57.62814457
TrinPetrel_X102,14/09/2011,14:11:05,-19.47179749,57.83607215
TrinPetrel_X102,14/09/2011,15:11:05,-19.85,57.78
